Market_Region,Date,ReExports,Domestic_Exports,Imports
Gabon,2019-01-01,1.6,2.1,0.1
Gabon,2018-12-01,1.1,2.7,26.9
Gabon,2018-11-01,0.9,3,0.1
Gabon,2018-10-01,4.3,1.7,0
Gabon,2018-09-01,2.1,3.3,0
Gabon,2018-08-01,0.8,1.3,0
Gabon,2018-07-01,3.8,1.4,0
Gabon,2018-06-01,0.7,0.7,0
Gabon,2018-05-01,1,0.6,0
Gabon,2018-04-01,0.8,0.2,5
Gabon,2018-03-01,0.5,1.8,0
Gabon,2018-02-01,1.6,0.9,0
Gabon,2018-01-01,0.9,0.4,19.5
Gabon,2017-12-01,0.7,0.4,0
Gabon,2017-11-01,1.5,0.8,0
Gabon,2017-10-01,5.6,2.2,0
Gabon,2017-09-01,1.1,0.5,0
Gabon,2017-08-01,0.9,0.5,0
Gabon,2017-07-01,0.3,0.5,0.5
Gabon,2017-06-01,0.9,0.3,0.5
Gabon,2017-05-01,0.2,1.1,0.6
Gabon,2017-04-01,0.7,0.4,4.8
Gabon,2017-03-01,0.8,0.6,0.4
Gabon,2017-02-01,0.4,0.4,0.3
Gabon,2017-01-01,0.7,0.9,0.2
Gabon,2016-12-01,0.5,0.4,0
Gabon,2016-11-01,2.3,0.6,0.2
Gabon,2016-10-01,1.6,0.3,0.3
Gabon,2016-09-01,0.7,0.5,3.3
Gabon,2016-08-01,1.9,0.7,0.7
Gabon,2016-07-01,0.3,0.2,0.1
Gabon,2016-06-01,0.1,0.1,0.1
Gabon,2016-05-01,1.7,0.2,0
Gabon,2016-04-01,0.9,0.3,0.2
Gabon,2016-03-01,0.6,0.2,0
Gabon,2016-02-01,1.2,0.2,0
Gabon,2016-01-01,1.2,0.8,0
Gabon,2015-12-01,1.1,0.1,0
Gabon,2015-11-01,2,0.4,0
Gabon,2015-10-01,2.5,1,0
Gabon,2015-09-01,1.9,0.8,3
Gabon,2015-08-01,2.6,1.2,0
Gabon,2015-07-01,0.8,1.3,0
Gabon,2015-06-01,1,2.2,5.2
Gabon,2015-05-01,0.4,1,0.1
Gabon,2015-04-01,1.4,1.3,0.7
Gabon,2015-03-01,1.1,1.5,0
Gabon,2015-02-01,1.2,2.4,24.7
Gabon,2015-01-01,0.7,2.6,0
Gabon,2014-12-01,1.6,2.2,2.6
Gabon,2014-11-01,2.5,4.1,0.2
Gabon,2014-10-01,5.6,2.2,2.6
Gabon,2014-09-01,2.3,1.7,0.2
Gabon,2014-08-01,1,2.6,0.1
Gabon,2014-07-01,1.1,1.9,0.5
Gabon,2014-06-01,3.2,1.8,3.6
Gabon,2014-05-01,2.7,0.8,0.6
Gabon,2014-04-01,4.1,1.8,0.1
Gabon,2014-03-01,2,4.4,0.1
Gabon,2014-02-01,2.8,5.3,0.4
Gabon,2014-01-01,2.8,0.9,0.1
Gabon,2013-12-01,3.2,1.5,0.2
Gabon,2013-11-01,6.6,1.9,0.1
Gabon,2013-10-01,1.8,1.3,0.4
Gabon,2013-09-01,2.5,0.5,0.1
Gabon,2013-08-01,1.7,1.3,8.5
Gabon,2013-07-01,1.1,4.1,0
Gabon,2013-06-01,1.1,2.4,0
Gabon,2013-05-01,55.5,0.6,4.7
Gabon,2013-04-01,2.1,0.6,0.2
Gabon,2013-03-01,3.7,13.8,0.1
Gabon,2013-02-01,0.5,0.9,0.2
Gabon,2013-01-01,1.2,1.3,0.1
Gabon,2012-12-01,0.8,1.6,0.5
Gabon,2012-11-01,1.8,0.3,0
Gabon,2012-10-01,1.7,0.8,3.7
Gabon,2012-09-01,0.5,0.2,0
Gabon,2012-08-01,0.6,0.8,0
Gabon,2012-07-01,1,0.9,43.3
Gabon,2012-06-01,0.9,1,0.1
Gabon,2012-05-01,1.8,0.3,0
Gabon,2012-04-01,1.5,0.6,3.5
Gabon,2012-03-01,2.7,4.7,0.1
Gabon,2012-02-01,1.6,1.2,0.1
Gabon,2012-01-01,1.1,1,44.2
Gabon,2011-12-01,1.4,1.1,5.2
Gabon,2011-11-01,1.6,0.8,0.1
Gabon,2011-10-01,0.9,0.8,0.1
Gabon,2011-09-01,0.9,2.9,3.8
Gabon,2011-08-01,0.9,1.6,0
Gabon,2011-07-01,2,0.5,0
Gabon,2011-06-01,1.9,0.4,0.1
Gabon,2011-05-01,1.4,0.9,3
Gabon,2011-04-01,1.5,0.4,21.4
Gabon,2011-03-01,0.3,1.9,0.1
Gabon,2011-02-01,1.4,0.6,0.1
Gabon,2011-01-01,1.1,0.6,6.4
Gabon,2010-12-01,1.2,0.3,0.1
Gabon,2010-11-01,1.5,1.1,0.1
Gabon,2010-10-01,0.9,1,0
Gabon,2010-09-01,1.1,1.5,0
Gabon,2010-08-01,1,0.4,4.9
Gabon,2010-07-01,1.2,0.7,0.2
Gabon,2010-06-01,1.7,1.1,0
Gabon,2010-05-01,1.2,0.7,0
Gabon,2010-04-01,1.2,0.6,7.5
Gabon,2010-03-01,1.2,3.7,0
Gabon,2010-02-01,0.8,0.5,0
Gabon,2010-01-01,1.5,0.4,0
Gabon,2009-12-01,1.4,0.3,6.7
Gabon,2009-11-01,3,1.3,0.1
Gabon,2009-10-01,3.1,0.4,0.1
Gabon,2009-09-01,0.6,3.1,32.7
Gabon,2009-08-01,2.3,1.3,0
Gabon,2009-07-01,2,0.2,0
Gabon,2009-06-01,1,0.2,5
Gabon,2009-05-01,0.4,0.1,0
Gabon,2009-04-01,1.8,1.1,0.1
Gabon,2009-03-01,2.5,0.6,0.2
Gabon,2009-02-01,1.9,0.2,0
Gabon,2009-01-01,2,0.2,12.3
Gabon,2008-12-01,1.3,0.2,0.1
Gabon,2008-11-01,2.8,1.2,0
Gabon,2008-10-01,0.9,1.1,7
Gabon,2008-09-01,2,1.6,0.2
Gabon,2008-08-01,3.1,0.6,6.3
Gabon,2008-07-01,2.2,1.4,54.4
Gabon,2008-06-01,1.4,0.3,0.1
Gabon,2008-05-01,1.1,0.5,0.3
Gabon,2008-04-01,1.6,0.3,0.2
Gabon,2008-03-01,1.8,0.9,5.6
Gabon,2008-02-01,1.2,0.1,0
Gabon,2008-01-01,1.1,0.4,3.6
Gabon,2007-12-01,1.2,0.2,36.9
Gabon,2007-11-01,0.9,0.2,3.5
Gabon,2007-10-01,1.7,0.2,0.1
Gabon,2007-09-01,1.1,0.2,0.1
Gabon,2007-08-01,1.2,1.3,0.2
Gabon,2007-07-01,1.9,0.2,0.1
Gabon,2007-06-01,1.8,0.5,52.3
Gabon,2007-05-01,1.3,1.6,0.1
Gabon,2007-04-01,1,2.3,0.1
Gabon,2007-03-01,2,1.1,32.5
Gabon,2007-02-01,1.3,1.4,14.7
Gabon,2007-01-01,0.6,1.2,2.3
Gabon,2006-12-01,0.6,0.7,87.7
Gabon,2006-11-01,0.6,0.5,2.3
Gabon,2006-10-01,1.4,0.3,3.1
Gabon,2006-09-01,1.8,0.2,0
Gabon,2006-08-01,1.8,1.9,2.7
Gabon,2006-07-01,1,0.2,28
Gabon,2006-06-01,0.9,0,3.2
Gabon,2006-05-01,1,1.6,0
Gabon,2006-04-01,1,1.3,60.7
Gabon,2006-03-01,3.1,0.2,9.8
Gabon,2006-02-01,1.1,0.1,2
Gabon,2006-01-01,0.6,0.1,2.4
Gabon,2005-12-01,0.9,0.1,2.4
Gabon,2005-11-01,0.7,0.2,0
Gabon,2005-10-01,1.3,0.2,0
Gabon,2005-09-01,1.6,0.7,2.1
Gabon,2005-08-01,0.5,0.1,0
Gabon,2005-07-01,0.7,1,61.4
Gabon,2005-06-01,0.2,0.2,2.4
Gabon,2005-05-01,1.1,0.2,0
Gabon,2005-04-01,0.8,0.6,1.6
Gabon,2005-03-01,0.4,0.2,1.6
Gabon,2005-02-01,1.3,0.1,0
Gabon,2005-01-01,0.5,0.5,0.1
Gabon,2004-12-01,0.3,0.2,2.4
Gabon,2004-11-01,0.4,0.1,0.2
Gabon,2004-10-01,0.2,2.7,2.5
Gabon,2004-09-01,0.4,0.3,0
Gabon,2004-08-01,0.4,0.2,2.5
Gabon,2004-07-01,0.2,0.5,2.5
Gabon,2004-06-01,0.3,0.1,0
Gabon,2004-05-01,0.9,0.2,2.4
Gabon,2004-04-01,0.2,0.5,0
Gabon,2004-03-01,0.5,0.5,0
Gabon,2004-02-01,0.1,0.3,1.6
Gabon,2004-01-01,0.4,0.2,0
Gabon,2003-12-01,0.5,0.1,0
Gabon,2003-11-01,0.1,0.3,1.7
Gabon,2003-10-01,0.6,0.1,0
Gabon,2003-09-01,0.4,0.1,0
Gabon,2003-08-01,0.4,0.1,2
Gabon,2003-07-01,0.6,0.1,1.9
Gabon,2003-06-01,0.6,0.2,44.5
Gabon,2003-05-01,0.5,0.4,2.6
Gabon,2003-04-01,0.5,0,0
Gabon,2003-03-01,0.6,0.1,0
Gabon,2003-02-01,0.7,0.2,1.9
Gabon,2003-01-01,1.4,0.2,0
Ghana,2025-01-01,2,4,18.2
Ghana,2024-12-01,18,25.6,12.8
Ghana,2024-11-01,5.2,4.1,24.7
Ghana,2024-10-01,3.5,6.1,14
Ghana,2024-09-01,2.9,4.8,6
Ghana,2024-08-01,2,5,6.9
Ghana,2024-07-01,2.7,6.2,18.3
Ghana,2024-06-01,1.7,4.5,12.2
Ghana,2024-05-01,7.6,2.7,6.1
Ghana,2024-04-01,1,4.2,4.2
Ghana,2024-03-01,2,3.5,50.4
Ghana,2024-02-01,1.4,3.6,5.4
Ghana,2024-01-01,2.7,3,8.9
Ghana,2023-12-01,2.3,4,3.5
Ghana,2023-11-01,4.5,3.8,4.6
Ghana,2023-10-01,5.7,3.8,3.6
Ghana,2023-09-01,1.5,3.1,3.5
Ghana,2023-08-01,2.6,4.6,5.8
Ghana,2023-07-01,1.9,4.7,7.1
Ghana,2023-06-01,6.7,4.6,4.4
Ghana,2023-05-01,2.2,3.4,3.1
Ghana,2023-04-01,1.8,8.6,2.7
Ghana,2023-03-01,3.4,2.6,7.9
Ghana,2023-02-01,2.7,1.7,3.7
Ghana,2023-01-01,1.3,4.1,3.1
Ghana,2022-12-01,2,2.3,5.9
Ghana,2022-11-01,2.3,2.9,4.4
Ghana,2022-10-01,2.7,5.4,4.5
Ghana,2022-09-01,2.9,3.6,5.1
Ghana,2022-08-01,2,3,6.3
Ghana,2022-07-01,2.9,4.7,7
Ghana,2022-06-01,3.3,7,6.3
Ghana,2022-05-01,1.6,2.8,6.7
Ghana,2022-04-01,2.7,5.9,17.9
Ghana,2022-03-01,8.6,3.4,16.5
Ghana,2022-02-01,1.4,2.4,10.9
Ghana,2022-01-01,1.1,2.6,11.5
Ghana,2021-12-01,6,5.2,16.6
Ghana,2021-11-01,2,30.7,14.7
Ghana,2021-10-01,1.3,5.8,21.6
Ghana,2021-09-01,2.9,3.3,17.6
Ghana,2021-08-01,3.2,6.1,17.3
Ghana,2021-07-01,2,2.2,19.5
Ghana,2021-06-01,3.2,3.5,11.7
Ghana,2021-05-01,4.1,3.6,8.6
Ghana,2021-04-01,1.9,2.8,3.8
Ghana,2021-03-01,2.9,4.4,4.6
Ghana,2021-02-01,2.6,2.1,5.3
Ghana,2021-01-01,1.7,2,3.7
Ghana,2020-12-01,3.3,1.8,2.5
Ghana,2020-11-01,2.2,3.7,6.3
Ghana,2020-10-01,3.6,3.7,3.6
Ghana,2020-09-01,2.9,2.3,6.5
Ghana,2020-08-01,3.3,2.5,74.9
Ghana,2020-07-01,6.8,4.7,9.3
Ghana,2020-06-01,3.2,4,6.2
Ghana,2020-05-01,3.4,4.1,7.4
Ghana,2020-04-01,1.7,3,10.3
Ghana,2020-03-01,2.7,2.5,27.1
Ghana,2020-02-01,1.1,1.8,7.7
Ghana,2020-01-01,3,2.2,10.1
Ghana,2019-12-01,1.5,3.1,11.3
Ghana,2019-11-01,2.1,2.4,13.9
Ghana,2019-10-01,1.9,2.6,16.5
Ghana,2019-09-01,4.3,2.4,10.4
Ghana,2019-08-01,1.2,2.6,14.4
Ghana,2019-07-01,1.1,3.1,12.9
Ghana,2019-06-01,1.1,3.4,8.8
Ghana,2019-05-01,2.9,48.9,13.6
Ghana,2019-04-01,1.8,3.2,14.2
Ghana,2019-03-01,2.1,3.2,14
Ghana,2019-02-01,1.3,1.9,13.9
Ghana,2019-01-01,1.4,2.2,15.6
Ghana,2018-12-01,2.6,5.9,11.4
Ghana,2018-11-01,93.6,46.7,12
Ghana,2018-10-01,4.6,5.4,13.8
Ghana,2018-09-01,19.8,4.2,10
Ghana,2018-08-01,3.3,2.8,17.5
Ghana,2018-07-01,2,3.7,17.1
Ghana,2018-06-01,2.4,3.2,15.7
Ghana,2018-05-01,2.7,2.7,15.2
Ghana,2018-04-01,2.7,4.9,11.3
Ghana,2018-03-01,5.9,4.4,9.9
Ghana,2018-02-01,3.7,2.8,10.6
Ghana,2018-01-01,1.8,3.9,13.2
Ghana,2017-12-01,3.1,3.1,8.4
Ghana,2017-11-01,3.8,5.1,14.7
Ghana,2017-10-01,5,4.6,15.4
Ghana,2017-09-01,2.1,4.4,12.6
Ghana,2017-08-01,2.7,3.8,16.6
Ghana,2017-07-01,2.4,3.6,12.3
Ghana,2017-06-01,4.4,7.2,14.2
Ghana,2017-05-01,2.5,7.8,12.5
Ghana,2017-04-01,5.3,3.6,9.8
Ghana,2017-03-01,4.1,5.2,12
Ghana,2017-02-01,3.6,4.1,11.7
Ghana,2017-01-01,17.6,4.3,8.8
Ghana,2016-12-01,5.3,3.7,6.5
Ghana,2016-11-01,1.6,2.1,10.3
Ghana,2016-10-01,2.1,4,4
Ghana,2016-09-01,3.3,6.3,13.4
Ghana,2016-08-01,2.8,5.2,13.9
Ghana,2016-07-01,2.8,2.7,13.7
Ghana,2016-06-01,1.9,4.5,21.6
Ghana,2016-05-01,2,5.3,13.6
Ghana,2016-04-01,1.9,3.8,24.5
Ghana,2016-03-01,3.5,6,44.4
Ghana,2016-02-01,2,2.8,12.8
Ghana,2016-01-01,3.3,3.7,10
Ghana,2015-12-01,2.9,2.9,12.4
Ghana,2015-11-01,3.4,4.1,9.6
Ghana,2015-10-01,3.7,2.6,10.3
Ghana,2015-09-01,5,4.4,8.1
Ghana,2015-08-01,3.8,3.2,14.6
Ghana,2015-07-01,2.9,4.7,8.2
Ghana,2015-06-01,3.5,4.6,15.2
Ghana,2015-05-01,2.3,5.3,12.1
Ghana,2015-04-01,6.2,4.1,16.6
Ghana,2015-03-01,2.9,2.3,16.3
Ghana,2015-02-01,3.1,2.4,26.6
Ghana,2015-01-01,4.4,4.5,12.1
Ghana,2014-12-01,3.7,4.3,9.9
Ghana,2014-11-01,1.7,3.8,12.2
Ghana,2014-10-01,3.4,1.6,12.1
Ghana,2014-09-01,6,3.1,16.6
Ghana,2014-08-01,2.5,2.2,15.8
Ghana,2014-07-01,3.8,3.3,17.8
Ghana,2014-06-01,2.8,11.9,18.6
Ghana,2014-05-01,1.3,1.5,21.5
Ghana,2014-04-01,3.5,3.6,13.9
Ghana,2014-03-01,2.4,4.1,13.2
Ghana,2014-02-01,3.5,3.2,12.8
Ghana,2014-01-01,3.5,3.5,9.1
Ghana,2013-12-01,2.6,4,2.5
Ghana,2013-11-01,3.9,3.7,2.7
Ghana,2013-10-01,3.2,4.8,11.5
Ghana,2013-09-01,6,7,8
Ghana,2013-08-01,4.3,2.6,11
Ghana,2013-07-01,3.5,6.4,13.3
Ghana,2013-06-01,5.1,4.3,10.9
Ghana,2013-05-01,3.1,2.8,8.4
Ghana,2013-04-01,5.9,2.9,8.7
Ghana,2013-03-01,3.6,1.9,4.5
Ghana,2013-02-01,10.5,14.1,6.7
Ghana,2013-01-01,3.7,2.8,9.4
Ghana,2012-12-01,2.6,2.2,6.5
Ghana,2012-11-01,3.7,5.5,9.9
Ghana,2012-10-01,2.9,4.1,9.2
Ghana,2012-09-01,2.9,4.6,7.9
Ghana,2012-08-01,3.2,4,7.5
Ghana,2012-07-01,4.6,3,8.1
Ghana,2012-06-01,2,2.5,9.2
Ghana,2012-05-01,3.5,1.3,8.4
Ghana,2012-04-01,6.4,2.8,14.5
Ghana,2012-03-01,5.4,11,11.3
Ghana,2012-02-01,66.7,905.8,9.3
Ghana,2012-01-01,2.6,3.3,6.4
Ghana,2011-12-01,2.1,2.8,5.4
Ghana,2011-11-01,5,1.8,5.1
Ghana,2011-10-01,3.5,2.7,9.8
Ghana,2011-09-01,5,1.9,2.7
Ghana,2011-08-01,4,1.6,2.5
Ghana,2011-07-01,9.1,4.1,5.4
Ghana,2011-06-01,4.2,4.1,4.2
Ghana,2011-05-01,2.7,2.6,3.3
Ghana,2011-04-01,4.9,4.2,9.7
Ghana,2011-03-01,3.7,1.7,12.8
Ghana,2011-02-01,3.2,1.8,6
Ghana,2011-01-01,2.5,2.3,9.5
Ghana,2010-12-01,3,3,1.3
Ghana,2010-11-01,2.9,0.4,0.3
Ghana,2010-10-01,4.1,3.4,0.3
Ghana,2010-09-01,3.3,4,0.2
Ghana,2010-08-01,3.6,1.5,4
Ghana,2010-07-01,6.7,1.3,9.8
Ghana,2010-06-01,3.1,2.9,4.1
Ghana,2010-05-01,5.5,1.1,1.2
Ghana,2010-04-01,5.6,2.5,1.3
Ghana,2010-03-01,12,2.8,5.6
Ghana,2010-02-01,6.9,2.7,9.3
Ghana,2010-01-01,4.3,2,8.5
Ghana,2009-12-01,8.6,1.1,0.1
Ghana,2009-11-01,3.8,4.3,0.2
Ghana,2009-10-01,5.6,1.4,0.3
Ghana,2009-09-01,3.5,0.8,0.2
Ghana,2009-08-01,4.7,2.3,0.2
Ghana,2009-07-01,2.6,1,2.7
Ghana,2009-06-01,2.6,2.9,2.5
Ghana,2009-05-01,3.3,1.5,1
Ghana,2009-04-01,5.2,1.4,2.7
Ghana,2009-03-01,3.3,1.8,4.3
Ghana,2009-02-01,2.5,0.2,6.7
Ghana,2009-01-01,2.8,0.5,9
Ghana,2008-12-01,2.5,1.8,5.1
Ghana,2008-11-01,4.9,3.8,7.9
Ghana,2008-10-01,5.7,2.7,0.4
Ghana,2008-09-01,10.2,3,1.1
Ghana,2008-08-01,4.5,2.4,13.3
Ghana,2008-07-01,3.9,1.9,7.2
Ghana,2008-06-01,5.7,1.1,14.9
Ghana,2008-05-01,4.6,3.9,16.5
Ghana,2008-04-01,5.7,2.2,8.8
Ghana,2008-03-01,5.5,2.3,12.4
Ghana,2008-02-01,8.7,2.8,6.6
Ghana,2008-01-01,11.2,1.1,8.5
Ghana,2007-12-01,10.4,2.5,3.9
Ghana,2007-11-01,5.5,11,5
Ghana,2007-10-01,7.5,1.2,2.8
Ghana,2007-09-01,2.8,2.7,12.8
Ghana,2007-08-01,3.8,2.8,13.7
Ghana,2007-07-01,2.6,1.8,14.7
Ghana,2007-06-01,5.2,1.7,11
Ghana,2007-05-01,3.5,2.9,3.5
Ghana,2007-04-01,3.5,1.1,0.9
Ghana,2007-03-01,3.5,2.4,1.9
Ghana,2007-02-01,4,1,6.1
Ghana,2007-01-01,4.7,3.5,4.1
Ghana,2006-12-01,2.4,2.4,6.8
Ghana,2006-11-01,5.3,2.3,0.9
Ghana,2006-10-01,5.1,1.8,0.9
Ghana,2006-09-01,4.3,0.6,7.3
Ghana,2006-08-01,2.9,2,16.5
Ghana,2006-07-01,3.2,2.9,7.5
Ghana,2006-06-01,4.1,2,0.6
Ghana,2006-05-01,3.1,1.4,0.2
Ghana,2006-04-01,9.1,2.7,0.6
Ghana,2006-03-01,3.5,2.4,0.8
Ghana,2006-02-01,4.5,1.8,0.7
Ghana,2006-01-01,3.6,2.6,5.6
Ghana,2005-12-01,3.6,2.2,0.7
Ghana,2005-11-01,3,2.3,0
Ghana,2005-10-01,3.6,1.5,0.8
Ghana,2005-09-01,3.7,2.2,1.7
Ghana,2005-08-01,2.5,2.9,4.9
Ghana,2005-07-01,4.1,1.9,2.3
Ghana,2005-06-01,3.1,3.9,0.1
Ghana,2005-05-01,2.6,2.7,0.4
Ghana,2005-04-01,2.9,1.1,0.4
Ghana,2005-03-01,5.3,2,1.6
Ghana,2005-02-01,2.5,1.5,0.7
Ghana,2005-01-01,4,1.2,1.1
Ghana,2004-12-01,2.1,2.9,0.5
Ghana,2004-11-01,2.9,1.6,0.5
Ghana,2004-10-01,5.2,2.3,0.6
Ghana,2004-09-01,4.9,2.8,0
Ghana,2004-08-01,2.7,2.5,1.5
Ghana,2004-07-01,4.8,2.4,1
Ghana,2004-06-01,4.8,2.7,0.7
Ghana,2004-05-01,4.8,1.6,1
Ghana,2004-04-01,2.2,3,0.1
Ghana,2004-03-01,4.3,2.3,0.6
Ghana,2004-02-01,3.4,1,1.1
Ghana,2004-01-01,3.1,1.1,0.2
Ghana,2003-12-01,3.4,0.6,0.9
Ghana,2003-11-01,2.7,0.9,0.2
Ghana,2003-10-01,4.7,2.2,0.4
Ghana,2003-09-01,4.3,2.5,0
Ghana,2003-08-01,3.5,1.3,2.6
Ghana,2003-07-01,3.8,3.4,2.7
Ghana,2003-06-01,2.8,2,0.2
Ghana,2003-05-01,4.9,1.9,0.4
Ghana,2003-04-01,3.6,2.1,1
Ghana,2003-03-01,2.7,2.4,0.2
Ghana,2003-02-01,3.1,1.6,1.4
Ghana,2003-01-01,2.9,1.8,0
Guinea,2025-01-01,0.1,2.5,0
Guinea,2024-12-01,0.2,3.7,0
Guinea,2024-11-01,0.1,2.5,0
Guinea,2024-10-01,0,1.2,0
Guinea,2024-09-01,0.3,1.8,0
Guinea,2024-08-01,0.1,16.1,0
Guinea,2024-07-01,0.1,1.4,0
Guinea,2024-06-01,0.1,2.2,0
Guinea,2024-05-01,0.1,2,0
Guinea,2024-04-01,0.2,1.5,0.2
Guinea,2024-03-01,0.2,1.1,0.4
Guinea,2024-02-01,0.1,0.9,0
Guinea,2024-01-01,0.4,2.3,1.1
Guinea,2023-12-01,0.2,1,0.5
Guinea,2023-11-01,0.2,1,0.9
Guinea,2023-10-01,0.2,1.1,0.9
Guinea,2023-09-01,0.1,10.2,0
Guinea,2023-08-01,0.1,1.3,0
Guinea,2023-07-01,0.3,1.4,0
Guinea,2023-06-01,0.1,1.2,0
Guinea,2023-05-01,0.4,1.5,0
Guinea,2023-04-01,0.1,1,0
Guinea,2023-03-01,0.2,1.4,0
Guinea,2023-02-01,0.2,0.5,0
Guinea,2023-01-01,0.1,1.5,0
Guinea,2022-12-01,0.3,0.8,0
Guinea,2022-11-01,0.3,1.4,0
Guinea,2022-10-01,0.9,0.7,0.1
Guinea,2022-09-01,0.2,1.6,0.1
Guinea,2022-08-01,0.4,0.6,0
Guinea,2022-07-01,0.1,0.9,0
Guinea,2022-06-01,0.2,0.8,0
Guinea,2022-05-01,0.3,0.8,0.1
Guinea,2022-04-01,0.4,1.3,0
Guinea,2022-03-01,0.3,0.8,0.2
Guinea,2022-02-01,0.4,0.5,0
Guinea,2022-01-01,0.9,1.2,0
Guinea,2021-12-01,0.3,0.2,0
Guinea,2021-11-01,0.2,0.7,0
Guinea,2021-10-01,0,0.9,0.1
Guinea,2021-09-01,0.6,0.5,0
Guinea,2021-08-01,0.1,0.8,0
Guinea,2021-07-01,2,9.6,0
Guinea,2021-06-01,0.4,0.8,0
Guinea,2021-05-01,0.1,0.4,0.1
Guinea,2021-04-01,0.4,0.7,0
Guinea,2021-03-01,0.2,0.6,0.1
Guinea,2021-02-01,0.4,0.7,0
Guinea,2021-01-01,0.2,0.6,0
Guinea,2020-12-01,0.9,1,0
Guinea,2020-11-01,0,0.5,0
Guinea,2020-10-01,0.1,0.7,0
Guinea,2020-09-01,0.6,0.6,0
Guinea,2020-08-01,0.4,0.9,0.1
Guinea,2020-07-01,0.1,0.4,0
Guinea,2020-06-01,0.3,1.1,0.2
Guinea,2020-05-01,28.8,1.4,0
Guinea,2020-04-01,0.2,0.9,0
Guinea,2020-03-01,0.4,1.4,0
Guinea,2020-02-01,0.2,0.5,0
Guinea,2020-01-01,0.3,0.9,0.2
Guinea,2019-12-01,0.7,0.5,41.5
Guinea,2019-11-01,0.5,0.9,0
Guinea,2019-10-01,0.3,0.5,0
Guinea,2019-09-01,0.3,1.1,0
Guinea,2019-08-01,0.4,0.6,0.1
Guinea,2019-07-01,0.1,0.7,0
Guinea,2019-06-01,0.1,1.5,0
Guinea,2019-05-01,0.4,0.7,0
Guinea,2019-04-01,0.3,0.9,0.1
Guinea,2019-03-01,0.2,1.3,0
Guinea,2019-02-01,0.2,0.3,0
Guinea,2019-01-01,0.2,0.8,0.1
Guinea,2018-12-01,0.2,0.9,0
Guinea,2018-11-01,0.4,0.8,0
Guinea,2018-10-01,0.3,0.5,0
Guinea,2018-09-01,3.4,0.6,0
Guinea,2018-08-01,0.3,0.8,0
Guinea,2018-07-01,0.8,0.9,0
Guinea,2018-06-01,0.3,1,0
Guinea,2018-05-01,10.8,1.3,0
Guinea,2018-04-01,0.6,8.8,0
Guinea,2018-03-01,0.8,0.4,0
Guinea,2018-02-01,0.3,1.6,0
Guinea,2018-01-01,0.3,0.9,0
Guinea,2017-12-01,2.5,0.6,0
Guinea,2017-11-01,0.5,1.2,0
Guinea,2017-10-01,0.2,0.6,0
Guinea,2017-09-01,0.4,1.4,0
Guinea,2017-08-01,0.2,0.7,0.1
Guinea,2017-07-01,0.5,0.9,0.3
Guinea,2017-06-01,0.2,0.2,1.6
Guinea,2017-05-01,0.2,0.2,0
Guinea,2017-04-01,0.5,0,0
Guinea,2017-03-01,0,0.2,0
Guinea,2017-02-01,0.4,0,0
Guinea,2017-01-01,0.2,0.1,0
Guinea,2016-12-01,0.3,0,0
Guinea,2016-11-01,0.3,0,0
Guinea,2016-10-01,1.1,0,0
Guinea,2016-09-01,0.3,0,0
Guinea,2016-08-01,0,0,0.9
Guinea,2016-07-01,0,0,0
Guinea,2016-06-01,22.7,0,0.1
Guinea,2016-05-01,0.2,0,0
Guinea,2016-04-01,37.3,0,0
Guinea,2016-03-01,0.2,0,0
Guinea,2016-02-01,0.2,0.2,0
Guinea,2016-01-01,0.4,0,0
Guinea,2015-12-01,1.2,0,0
Guinea,2015-11-01,0.6,0.1,0
Guinea,2015-10-01,0.1,0,0
Guinea,2015-09-01,0.4,0,0
Guinea,2015-08-01,0.4,0,0
Guinea,2015-07-01,0.1,0.1,0
Guinea,2015-06-01,0.3,4.2,0
Guinea,2015-05-01,0.8,0.2,0.1
Guinea,2015-04-01,0.1,0,0
Guinea,2015-03-01,0.5,0.2,0.1
Guinea,2015-02-01,1,0,0.1
Guinea,2015-01-01,0.1,0,0
Guinea,2014-12-01,0.1,0,0
Guinea,2014-11-01,0.6,0,0.1
Guinea,2014-10-01,0.3,0.2,0.1
Guinea,2014-09-01,0.2,0.4,0.2
Guinea,2014-08-01,0.3,4.5,0
Guinea,2014-07-01,0.8,0,0.1
Guinea,2014-06-01,0.2,0.1,0.1
Guinea,2014-05-01,0.4,0,0
Guinea,2014-04-01,0.8,0.1,0.3
Guinea,2014-03-01,0.3,0,0
Guinea,2014-02-01,0.6,0,0
Guinea,2014-01-01,0.7,0,0
Guinea,2013-12-01,0.3,0,0.1
Guinea,2013-11-01,0.7,0,0
Guinea,2013-10-01,0,0,0
Guinea,2013-09-01,0.4,0.1,0
Guinea,2013-08-01,0.5,0,0
Guinea,2013-07-01,0.2,0,0
Guinea,2013-06-01,0.2,0,0
Guinea,2013-05-01,0.1,0,0
Guinea,2013-04-01,0.5,0,0
Guinea,2013-03-01,0.8,0,0
Guinea,2013-02-01,0.3,0,0
Guinea,2013-01-01,0.6,0.1,0.1
Guinea,2012-12-01,0.6,0,0.1
Guinea,2012-11-01,0.6,0,0
Guinea,2012-10-01,0.5,0,0.2
Guinea,2012-09-01,0.4,0,0
Guinea,2012-08-01,0.1,0,0
Guinea,2012-07-01,0.4,0,0
Guinea,2012-06-01,0.7,0,0
Guinea,2012-05-01,0.7,1.3,0.1
